text,tag
ครูอ้อยตั้งคำถามนักเรียนลูกลองบอกสิคะคนมีความสุขบ้างชั้นป2คำตอบบ้านครูอ้อยถามไหมบ้านรักใครไหมลูกๆไหมโรงเรียนแม่แม่ไหมคนบอกแม่โรงเรียนจากนั้นเด็กๆเสนอเรียนเรื่องเรียนที่จะทำได้เวลาขั้นตอนเวลาเด็กทุกคนคิดนำเสนอสื่อสารตนเองออกมาเพื่อนรู้สามารถไปหาข้อมูลเด็กคนก็ได้เรื่องจากนั้นครูอ้อยถามเรียนเรื่องทำอย่างไรเด็กบอกเรื่องเรื่องสามารถเรื่องครูอ้อยถามตั้งคำถามใหม่ไหมเรื่องเรียนวิธีทำงานเรียนรู้ตัวแต่ละกลุ่มคุยหาเลือกเรียนเรื่องครูอ้อยชวนนักเรียนสร้างทำงานอย่างไร,7
กลุ่มน้ำครูบอกวัดไหลน้ำเด็กๆถามมันไม่รู้อธิบายไหลเพื่อนกลุ่มอื่นน้ำไหลไหมโน่ฟังมันไหลครูอยากรู้มันไหลอย่างไรกลุ่มเอาลูกเหมือนมันไหลทำไม่ได้ตอนโน่ทำกลุ่มอื่นทำอย่างไรลองเอามันน้ำช่วยบอกไม่ได้ครูครูเหมือนไม่ได้ไม่รู้มันทำไม่ได้บอกไม่ได้โน่เด็กเอาครูใส่อุปกรณ์เอาใส่มันบอกไม่ได้ทำใหม่โน่กลุ่มอื่นแบบนี้พอเสร็จโน่ทั้งกลุ่มโน่ไม่รู้ทำอย่างไรแล้วก็คนโน่บอกเดินกลับมาโรงเรียน,7
แต่ละกลุ่มจัดการตัวเองเกิดกล้วยเสร็จบอกดูวิธีการต้มกล้วยอย่างไรครูอธิบายสมมติไหมเด็กบอกไม่ได้ครูครูเตรียมถามเกิดทำอย่างไรเกิดสอนเรื่องเด็กก็ได้เรียนรู้เด็ก,7
คนนำเสนอพอถามอธิบายครูอ้อยครูเรียนรู้มันบอกโจทย์เด็กนำเสนอโจทย์คนที่จะเพิ่มเติมศึกษาไม่ใช่ศึกษาโรงเรียนทำงานนอกตอนไม่ได้ทำพอแล้วก็ทำครูชวน,0
เด็กเรียนรู้เกิดชุมชนครูแค่กระตุ้นใจเด็กทำสิ่งวางแผนทำเรียนรู้วิธีคิดมีความสุขสำคัญๆเด็กพัฒนาครูบอกพฤติกรรมเด็กเด็กเรียนบ้างเรียนบ้างกลับมาสนใจเหมือนเรียนเพื่อนทำงานครูใจนักเรียนต้องการทำให้มีความสุขจากนั้นทุกคนพัฒนาดีพัฒนาไหนพัฒนาเรียน,7
โรงเรียนพานักเรียนการเรียนรู้พัฒนาป่าชายเลน5สตูลครู3คนผู้ปกครองเกี่ยวกับ2คนเจ้าหน้าที่เด็กๆเด็กๆเดินสำรวจบนลักษณะดูป่าชายเลนดูเส้นทางทำงานเด็กๆเดินกลุ่มตลอดเส้นทางจากนั้นกลับมาโรงเรียนเรื่องครูอ้อยชวนนักเรียนเขียนสรุปทำที่ไหนอย่างไรบ้างคำตอบรู้บ้างประเด็นวิชานักเรียนวาดรูปป่าชายเลนบ้างบ้างเชื่อมโยงนักเรียนปูสามารถ,7
สัปดาห์เด็กดีบ้านครูกล้วยเยอะกล้วยสวยต้มกินหวานครูคิดเด็กชอบเหมือนไหมเอาเด็กกินเด็กบอกคุณครูมันดีนะหนูกินทำให้บางคนบอกหนูกินเด็กคุณครูจัดการแล้วก็หาบอกคนชอบเหมือนกันชอบเหมือนครูใจลองถามเด็กทำดีใช้วิธีคุยเด็กคนบอกทำคนบอกทำไมลองทำกล้วยคุณครูเอากินกล้วยต้มนะแค่เอาต้มๆสำรวจเด็กครูเขียนบนบ้างวาดรูปใส่เด็กดูมันเด็กบางคนพอเสร็จเด็กทำดีกล้วยต้มมันครูบอกวางแผนทำกล้วยต้มเด็กบอกทำทั้งทำดีไหมเด็กๆเด็กเรียนกล้วยเหมือนกันทำทำ,7
ทำให้ตัวครูรู้แค่ประเด็นเด็กที่จะพูดสื่อสารทำบ้างวาดรูปสวยครูบอกครูวาดรูปสวยหนูสวยครูหนูใส่หนูนะเด็กใส่ตัวเองเด็กบางคนพูดตัวเองช่วยสามารถพูดสื่อสารทำบ้างสิ่งทำเพื่อนแค่หนูทำได้หนู,0
รู้สึกครูคนครูครูคนช่วยสอนครูช่วยแบบนี้เหมือน,0
หนูหาไหน,7
ครูเดินเด็กค่ะพี่มัธยมเส้นทางเดินโรงเรียนประมาณแม่น้ำแม่น้ำใช้ชุมชนเส้นทางเดินวัดเรื่อยๆ3วัดวัดวัดวัดเดินกลับมาโรงเรียนครู5คนช่วยกันคิดเส้นทางเดินพาเด็กเดินเลือกนักเรียนเด็กตั้งคำถามเรียนสิ่งเด็กอยากรู้ครูสร้างบอกโจทย์เด็กเกิดสนใจเขียนคำถามเขียนสิ่งอยากรู้คิดไม่ใช่คำถามก็ได้วาดรูปก็ได้ขั้นตอนเด็กๆเดินพี่มัธยมคนคอยชวนคุยเด็กพูดทำบ้างบางคนบอกน้ำเวลา3ชั่วโมงพี่มัธยมน้องน้องควรกลับมาโรงเรียนน้องควรอย่างไรพี่,7
ผอเรียนช่วยกันออกแบบนำการเรียนรู้วิจัยใช้โรงเรียนผอคุยครูนักเรียนรู้ตนเองใจชั้น2คนป1ป6คนทำงานกลุ่มดี4คน4นำพัฒนากลุ่มกลุ่มครูท่านอื่นทั้งโรงเรียน,0
เด็กบอกช่วยไม่มีเรียนช่วยเรื่องนำหลักใช้เด็กแค่ครูรู้จักนำหลักเชื่อมโยงแก้,0
เดินคำถามวัดเด็กถามทำไมบนทำไมทำไมวัดวัดทำไมตั้งคำถามวัดพอถามทำไมเดินเจอคนพี่พาน้องเดินเรื่อยๆบ้านเด็กถามตัวแม่เอากินคำถาม,0
เรื่องสอนเรื่องชีวิตดูถามเด็กบ้านแบบนี้ไหมปัญหาเด็กตนเองครูฟังบอกตอนเพื่อนเล่าสามารถเพื่อนนะเด็กเล่าจริงๆไม่ใช่เด็กบางคนเด็กบางคนบอกแม่ถามกลับทำไมเล่าลูกใครคนประมาณนักเรียนชั้นปคนแค่คนคิดคนจริงๆไม่ใช่ทำให้รู้ปัญหาเด็กเรื่องชีวิต,7
ครูถามโจทย์วิจัยเรียนอย่างไรเด็กตอบวางแผนครูถามวางแผนอย่างไรเด็กนำคำถามอยากรู้ใส่ศึกษาที่ไหนใครใช้ศึกษายุงเจ้าหน้าที่ทั้งห้องตอนขั้นตอน1เรื่องชีวิตยุงเด็กเลือกเรียนรู้เจ้าหน้าที่ครูถามคุยเจ้าหน้าที่อย่างไรเรียนเด็กบอกวางแผนออกแบบนักเรียนชั้น1ป6ใครบ้างอย่างไรที่ไหน,7
คอยถามท่านอื่นบ้างทำบ้างใช้ทำบอกเยอะกลุ่มเลือกกลุ่มใช้กลุ่มกลุ่มเลือกเปลือก,0
คิดเอาปัญหาเด็กบอกปัญหาเรื่องอุปกรณ์ผอบอกใหญ่เล็กกระบวนการทุกคนสำรวจตัวเองทุกคนหายหายเยอะออกแบบอุปกรณ์ออกมาคนใช้เยอะแก้พฤติกรรมทุกคนศึกษาเรื่องครูกระตุ้นเด็กเด็กพฤติกรรมแก้พฤติกรรมมัน,7
ครูไปหาเหตุผลเก่งกลุ่มครูเหมือนกันสัปดาห์กลุ่มเตรียมข้อมูลเพิ่มเติมกลุ่มขนมรักเตรียมเรียนรู้ขั้นตอนทำขนมเพื่อนชิมกลุ่มยุงลายยุงสมมติบอกเหตุผลตอนเลือกครูๆบอกเลือกเรียนมีความสุขเกิดตนเองชุมชนสำคัญทำได้จริงใครเลือกเรื่องไหนไม่ได้เลือกเรื่องไหนทั้งห้องเลือกเรียนเรื่องยุงลายครูไพเราะถามเหตุผลกลุ่มขนมรักทำไมเด็กบอก3ชั่วโมงทำเสร็จแค่เพื่อนบางคนทำทำ,7
โจทย์วิจัยห้องเรียนเรื่องกลุ่มคนเหตุผลเพื่อนเลือกเรียนเรื่องกลุ่มขนมรักนำขนมจริงนำเสนอชิมบอกทำสามารถหาชุมชนทำเสร็จสามารถโรงเรียนกลุ่มยุงลายนำเสนอยุงเยอะบ้านโรงเรียนนำเสนอเทศบาลยุงลูกเด็กๆยุงเพื่อนบอกเรียนเรื่องชีวิตช่วยชุมชนช่วยหลักเรียนเรื่องชุมชนทำได้ดีทำเอาเวลาที่ไหนทำขนมครูไพเราะเด็กเลือกเรียนเรื่องไหนเด็กเลือกดีเด็กเรียนมีความสุขครูเลือกครูคิดครูปีเด็กไม่มี,7
โรงเรียนเรียนครูครูเรียนห้องฟังบ้างบ้างน้องทำเขียนทำงานกลุ่มลูกดูมีความสุขโรงเรียนครูดูเหมือน,0
พี่ทำงานครูปีไม่รู้รู้สึกครูตอนจัดการเรียนรู้กระบวนการวิจัยตัวเองสร้างตัวเด็กๆ,0
เด็กบอกช่วยไม่มีเรียนช่วยเรื่องนำหลักใช้เด็กแค่ครูรู้จักนำหลักเชื่อมโยงแก้,0
หม้อครูเด็กเอากล้วยหม้อทำเวลาชั่วโมงกล้วยเด็กๆช่วยครูเปลือกกล้วยกล้วยครูชิมมันหวานเด็กลองชิมเด็กบอกหม้อหวานครูลองชิมทั้งกลุ่มหวานเด็กครูต้มกล้วยหม้อพอเสร็จเด็กเตรียมอุปกรณ์ใช้เด็กช่วยกันพอสรุปขั้นตอนทำเสร็จครูเด็กแล้วก็สมมติกลุ่มคนทั้งคนคุณครูท่านอื่นชิมท่านไหนก็ได้ท่านแล้วก็ครูเขียนอย่างไรคนครูเด็กๆไหนบอกเด็กบอกคุณครูช่วยชิมอย่างไรครูถามหนูอย่างไรทำขนมบ้างเด็กเล่าฟังครูไม่ได้มันอย่างไรเด็กลองใช้ทักษะตัวเองวิธีการครู,7
ครูเด็กลองคิดกล้วยต้มบ้างเด็กช่วยกันตอบเขียนบนบ้างบ้างเด็กลองพูดครูเขียนเสร็จถามเตรียมดีบอกเตรียมเตรียมครูบอกเอาเยอะเอาแค่พอเพื่อนห้องเยอะสมมติหนูหนูแค่หนูเอาเยอะคนบอกบ้านหนูเหมือนคุณครูเอาหนูเอาไหมคะบอกเอาเด็กครูคนเตรียมใช้ใช้หม้อไม่มี,7
เจ้าหน้าที่เรื่องลักษณะยุงลายครูถามนักเรียนความรู้พอไหมทำอย่างไรเด็กไปหาความรู้เพิ่มเติมวิธีครูเด็กคิดวิธีตนเองเพิ่มเติมกระบวนการกลุ่มเด็กคิดวิธีใหม่ใช้เยอะยุงหาสตูลกลุ่มใช้ทำให้ยุงขั้นตอนนำเสนอใหญ่โรงเรียนปี1ผู้ปกครองจังหวัดชุมชนชุมชนเด็กๆทำ,7
จัดการเรียนใช้กระบวนการวิจัยนักเรียนเลือกเรียนโรงเรียนปีปีโรงเรียนจัดการเรียนแบบนี้เด็กๆสนใจเรื่องตัวโรงเรียนห้องพี่ห้องเลือกเรียนทำให้ชุมชนถามนักเรียนไปหาข้อมูลอย่างไรเด็กบอกถามเทศบาลเทศบาลถามคุณครูไหมบอกนักเรียนเล่าสิ่งเจอพยายามเล่าฟังปัญหาออกมาเรื่องไม่มีไม่มีเด็กความรู้เทศบาลคุณครูถามทำอย่างไรรู้เทศบาลโรงเรียนเด็กบอกท่านผู้ปกครอง,7
ผู้ปกครองที่จะพัฒนานักเรียนจัดการเรียนรู้นักเรียน,0
พี่เดินพี่เดินเดินโรงเรียนโรงเรียนประมาณพี่น้องดูแม่น้ำไม่ได้ตั้งคำถามน้องพอน้องเขียนเขียนทำไมแม่น้ำอาร์มถามทำไมแม่น้ำเหมือนกันอาร์มบอกพี่เขียนตนเองป1ไม่ได้เดินถามเรื่อยๆทำไมพี่มัธยมน้องครูพยายามกระตุ้นน้องสิ่งๆกระบวนการคิดครูพี่ไม่ใช่คน,7
คนทำคิดครูที่จะเสนอครูถามรู้จักจังหวัดไหมบอกรู้จักจังหวัดจังหวัดบอกรู้จักรู้จักแค่จังหวัดแม่จังหวัดทำอย่างไรรู้จักจังหวัดจริงๆครูถามทั้งห้องทำไม่ได้บอกครูเรียนพูดแบบนี้ค่ะ,0
การเรียนรู้นักเรียนทำให้นักเรียนเรียนรู้มีความสุขๆเด็กคิดออกแบบการเรียนรู้วางแผนคนสำคัญครูสอนครูกระตุ้นเด็กๆนักเรียนรู้6จัดการศึกษาพัฒนาทั้งความรู้สามารถมีความสุขเสนอโจทย์วิจัยทำงานครูชุมชนกระบวนการวิจัยขั้นตอน1หาโจทย์วิจัยตัววิชารู้พฤติกรรมนักเรียน2กระบวนการเรียน3พัฒนาโจทย์ทำได้เกิดสามารถศึกษา4ออกแบบเรื่อง5นักเรียนนำเสนอโจทย์6สร้างจริงนำเสนอความรู้ชุมชนทำ,7
พอได้สมุนไพรเอาคั่วแห้งตำเอาตากแดดใช้เวลานานสังเกตการณ์ทำเด็กศึกษาอินเตอร์เนตวิธีทำบ้างตำจนแหลกนำมาปั้นลักษณะคล้ายธูปกำยานเด็กไปหาข้อมูลใช้แป้งมันเอาต้มเจอปัญหาปั้นธูปไม่ได้กรีดมันแตกเด็กคิดเพราะอะไรเด็กเสนอความคิดตำละเอียดบ้างใส่แป้งมันเยอะบ้างเด็กคนบอกแป้งมันเอาต้มบอกทดลองวิทยาศาสตร์บอกเด็กๆทำใหม่กลุ่มเด็กใช้ใบเร้วใบสาวหลงสมุนไพรตัวหมดเด็กพาเปลี่ยนเป็นใบเตยแทนรู้อยู่ใช้ไม่ได้ลองทำดูพอทำเสร็จแล้วก็สวยพอปั้นนำตากแดดพอได้เด็กเอาจุดบ้านเด็กกลับมาบอกจุดติดไม่เห็นยุง,7
ช่วงหลังเลิกเรียนพิธีนมนักเรียนนมขอบคุณสรรพสิ่งทั้งหลายทำให้มีนมดื่มทำให้เกิดทักษะการดำเนินชีวิตมีสตินอบน้อมเห็นคุณค่าสรรพสิ่งคิดเชื่อมโยง,0
หลังจากนั้นออกแบบสัปดาห์คร่าวๆเด็กเรียนรู้บ้างจากนั้นวางแผนรายละเอียดที่จะสอนเด็กสร้างแรงบันดาลใจชั่วโมงPBLไตรมาสนักเรียนดูหนังสั้นเรื่องเสือโทนประสบการณ์ปีที่แล้วรู้เด็กดูหนังเรื่องวิเคราะห์ไม่ได้เพราะฉะนั้นพอเด็กดูหนังบอกรู้ดูหนังเขียนพอเด็กดูหนังจบแจกกระดาษแผ่นพับครึ่งเขียนหนูบ้างเด็กถามหนูเขียนช่องไหนเขียนแนวตั้งแนวนอนล่ะคะตอบหนูเขียนแบบไหนเขียนทำทำ,7
คนนำเสนอด้วยกันเป็นเพื่อนคู่หูเวฟเข้าหาอินเตอร์เน็ตพอถามอธิบายขั้นเรียกทดสอบปากเปล่าครูอ้อยหนาครูเรียนรู้ตลอดเวลามันปฏิทินบอกถึงขั้นโจทย์เด็กนำเสนอโจทย์ผู้ทรงคุณวุฒิคนที่จะcommentพี่เลี้ยงแนะนำเพิ่มเติมศึกษานิเทศก์ไม่ใช่ศึกษานิเทศก์ระบบนะคะออกจากราชการที่ปรึกษาสกวดูแลโรงเรียนทำงานที่อยู่นอกระบบตอนระบบไม่ได้ทำงานตรงนี้พอเกษียณแล้วก็ทำครูมากขึ้นสกวชวนความสำคัญตรงนี้,0
ครูอ้อยใช้การพูดคุยตั้งคำถามนักเรียนลูกลองบอกหน่อยสิคะคนมีความสุขบ้างเด็กเล็กชั้นป2คำตอบรูปธรรมทางกายภาพบ้านอาหารครูอ้อยถามไหมที่มากกบ้านรถยนต์ความสุขรักใครไหมลูกๆพ่อแม่อบอุ่นไหมโรงเรียนตอนเช้ากอดแม่หอมแม่ไหมคนบอกหอมแม่ทุกวันโรงเรียนจากนั้นเด็กๆเสนอเรียนเรื่องภายใต้เงื่อนไขเรียนได้ประโยชน์ความเป็นไปได้ที่จะทำได้สำเร็จภายในเวลาจำกัดขั้นตอนละเอียดเวลาให้โอกาสเด็กทุกคนฝึกคิดวิเคราะห์criticalthinkingskillนำเสนอสื่อสารความคิดตนเองออกมาเพื่อนรู้เข้าใจcommunicationskillสามารถไปหาข้อมูลเด็ก40คนก็ได้40เรื่องจากนั้นครูอ้อยถามเรียนเรื่องไม่ทันเวลาทำอย่างไรเด็กบอกจัดกลุ่มหมวดหมู่เรื่องสัตว์อาหารเรื่องแปลกสามารถหมวดเรื่องประหยัดครูอ้อยถามตั้งคำถามจัดกลุ่มใหม่ไหมจนกระทั่งเรื่องเรียนน้อยลงวิธีแบ่งกลุ่มทำงานทีมเรียนรู้ตัวแต่ละกลุ่มคุยวิพากษ์หาข้อตกลงกันเองเลือกเรียนเรื่องครูอ้อยชวนนักเรียนสร้างกติกาข้อตกลงทำงานร่วมกันอย่างไรเสร็นตามเวลากำหนด,7
1ปีตอนออมป1อ่านคำไม่ได้ตอนทำกิจกรรมนีโน่แสดงออกชัดอ่านเหมือนว่านีโน่คอยสอนจนเปิดเทอมครูลองทดสอบออมสมมุติพูดว่าตออาออมตอบตาครูพูดว่าตออาตาตามออ่านอันนี้เหมือนชวนคุยเล่นๆตอนนั้นครูสอนภาษาไทยตอนป1แปลกใจตอนเรียนห้องออมค่อยถามออมออมทำไมอ่านเรียนพิเศษเหรอออมตอบไม่ได้เรียนครับปิดเทอมนานฝึกอ่านอ่านเก่งเหมือนพี่นีโน่การเรียนปกติคิดอยากได้บางทีบังคับเด็กหรือเปล่า,0
อิมคาดเดาคำตอบข้อแล้วก็ร้องไห้นีโน่ปลอบอิมพี่อิมไม่เป็นไรนะกลุ่มคำตอบเยอะครูถามครูเอาเบาๆวางบนน้ำมันหมดแมงตัวอื่นๆไม่เบามันลอยน้ำไม่ได้เด็กเปลี่ยนคาดเดาจิงโจ้น้ำขาครูถามต่อว่ารู้อย่างไรมันขาลอยน้ำกีตาร์บอกเอาจิงโจ้น้ำขาไม่มีขาวางบนน้ำดูจากนั้นครูนักเรียนลองวางแผนการทดลองดูถามทำอย่างไรทดสอบจิงโจ้น้ำขาบนน้ำนีโน่เสนอหักขามันครับเพื่อนๆกลุ่มเห็นด้วยครูยอมจริงครูคิดมันดูโหดร้ายทบทวนภายหลังครูน่าจะไกด์คำถามควรเอาพันขาปล่อยเด็กลองทำดูเด็กๆถือกระชอนพาจับจิงโจ้น้ำแม่น้ำหน้าโรงเรียนใกล้ตอนแรกจับไม่ได้จนออมอาสาจับจับใส่ถังน้ำ2ตัวนีโน่หักขาออกเหมือนหักหมดหักแค่ข้อเอาปล่อยน้ำอีกทีมันจมน้ำดิ้นไม่ได้เหมือนตัวครูถามเล่นๆจิงโจ้น้ำเจ็บขาหรือเปล่านะในที่สุดเด็กๆพาสรุปจิงโจ้บนน้ำขาครูบอกงั้นเขียนใส่กระดาษปรู๊ฟคำถามนีโน่ออมคนวาดรูปหักขากีตาร์ช่วยเขียนนีโน่คนนำเสนอพี่ๆถามขาจริงๆทำให้บนน้ำนีโน่บอกจริงหักขามันจมตัวไม่ได้หักขาลอยข้างบนนีโน่สามารถเล่าเรื่องสิ่งตนเองทำให้คนอื่นรู้เรื่องพอพี่ๆถามทำไมขาจิงโจ้ทำให้จิงโจ้ลอยน้ำคราวนี้กลุ่มหันมาคุยนีโน่หันมาตอบไม่รู้พี่ไม่ได้ติดใจเด็กแต่ละกลุ่มคำถามค้างตอบไม่ได้ทั้งนั้น,0
พี่ทำงานจนเกษียณเพิ่งครูปีก่อนหน้านี้ไม่รู้รู้สึกจิตวิญญาณครูตอนจัดการเรียนรู้กระบวนการวิจัยการเปลี่ยนแปลงตัวเองสร้างการเปลี่ยนแปลงตัวเด็กๆ,0
ชั่วโมงหัวข้อเด็กลองคิดลองจินตนาการครอบครัวฝันปั้นครอบครัวมีความสุขไหนเด็กเขียนอย่างไรวาดรูปออกมานำเสนอเรื่องถัดไปเป็นเรื่องสร้างเสริมสุขภาพนักเรียนคิดชีวิตประจำวันถามใช้สิ้นเปลืองบางคนบอกไฟฟ้าบ้างข้าวบ้างสบู่บ้างแต่ละคนพูดออกมาความคิดเด็กกว้างเด็กคุยคนในชุมชนเชิญคนในชุมชนเด็กโรงเรียนเด็กแต่ละคนบอกปัญหาเจอเด็กคนบอกใช้ยาสระผมเปลืองคนในชุมชนคนแนะนำไม่ต้องสระผมยาสระผมซื้อทุกวันสิอาทิตย์อาจจะสระผมมะกรูดสักพยายามเด็กมองเห็นปัญหาเชื่อมโยงวิธีการแก้ปัญหาเสนอทำแก้ปัญหาเด็กลงความเห็นทำยากันยุงถามทำอย่างไรแก้ปัญหาจริงไหมอันดับเชื่อมโยงเกี่ยวกับเรื่องสมุนไพรถามเด็กเกี่ยวกับที่มาสมุนไพรเด็กค้นคว้าอินเตอร์เนตครูท่านอื่นถามผู้ปกครองเด็กความกล้าโยนโจทย์ก่อนที่เข้าไปสวนสมุนไพร,7
ได้เรื่องที่จะเรียนขั้นย้อนทวนกระบวนการนำเหตุผลนำเสนอ1เพื่อให้เกิดความมั่นใจจากนั้นมาสู่สิ่งอยากรู้เด็กแต่ละคนคิดเขียนบนกระดานดำเขียนที่ไหนใช้วัสดุอุปกรณ์ก็ได้หาจากนั้นจัดหมวดหมู่เรียงลำดับเรียนการป้องกันยุงการป้องกันไข้เลือดออกแหล่งเรียนรู้จากนั้นนำสิ่งเรียนรู้ตั้งคำถามแบ่งนักเรียน2กลุ่มกลุ่มฝึกตั้งคำถามกลุ่มตอบสลับไปมานำคำถามคำตอบพัฒนาโจทย์ถามศึกษาเรื่องวงจรชีวิตยุงที่ไหนกลุ่มตอบอินเทอร์เน็ตหนังสือยุงลักษณะอย่างไรตัวเล็กสีลายๆเด็กตอบตามประสาไม่มีความรู้เรื่องเช่นนี้ครูกระตุ้นต่อว่าถามอย่างไรครอบคลุมสิ่งอยากรู้จนได้คำตอบศึกษาวิธีการป้องกันยุงลายศึกษาวิธีป้องกันไข้เลือดออกครูปล่อยเด็กแสดงความคิดเห็นเลือกค่อยกระตุ้นตั้งคำถามอย่างไรเรียนทั้ง2มีความสุขในที่สุดโจทย์วิจัยศึกษาวิธีป้องกันยุงลายพาหะไข้เลือดออก,7
ออมจิงโจ้น้ำตัวเล็กจิงโจ้น้ำตัวแข็ง,0
เรียนรู้กระบวนการวิจัยชุมชนเด็กรู้จักรักชุมชนไม่ลืมรากเหง้าตนเอง,7
ครูบอกเรียนแบบนี้มั่นใจช่วยนักเรียนอ่านเขียนห้องเรียนเด็กการสนใจแบบนี้ครูอยู่ร่วมจริงๆแลกเปลี่ยนเวลานีโน่สะกดคำคำแมงเขียนอ่านออกเสียงเพื่อนฟังมอแอแมแมงอแมงเหมือนการสอนครูไม่ต้องสอนอิมออมค่อนข้างอ่อนภาษาไทยเขียนตัวสะกดไม่ได้ตัวสะกดไม่รู้พอแบบนี้มั่นใจตอนออมป1ใหม่ๆตอนจจานนึกถึงจอจานเขียนอย่างไรเด็กสะสมคำเรื่อยๆครูคอยเสริมบางอย่างคำพูดแบบนีโน่บ้างกระโดดครูพูดว่าดอโอดอโดดออมเขียนตัวดเด็กแม้ว่าเวลาเขียนจริงเขียนสระโอพอพูดว่าดอเด็กเขียนดเด็กครูดูนามสกุลออมออมนามสกุลคณาโรจน์สระโอถามออมว่าที่นามสกุลออมรตัวไหนออมบอกสระโอบอกผมเขียนผิดครับย้ายสระโอข้างหน้า,7
โจทย์การเรียนวิจัยห้องเรียนเรื่องสมาชิกกลุ่ม20คนต้องหาเหตุผลโน้มน้าวเพื่อนเลือกเรียนเรื่องตนกลุ่มขนมผูกรักนำขนมจริงนำเสนอแจกชิมบอกกรรมวิธีทำวัตถุดิบสามารถหาชุมชนทำเสร็จสามารถนำมาขายสหกรณ์โรงเรียนกลุ่มยุงลายนำเสนอตอนนี้ฤดูฝนภาคใต้ยุงเยอะทั้งที่บ้านโรงเรียนข่าวโทรทัศน์นำเสนอแพร่ระบาดไข้เลือดออกโฆษณาขายยากันยุงเทศบาลพ่นยาสถานที่ยุงกัดเป็นไข้เลือดตายพ่อแม่เสียเงินรักษาลูกตายพ่อแม่เสียใจเด็กๆแสดงยุงไล่กัดเพื่อนบอกเรียนเรื่องป้องกันชีวิตช่วยชุมชนช่วยประหยัดหลักปรัชญาเศรษฐกิจพอเพียงเรียนเรื่องวัฒนธรรมชุมชนทำได้ดีทำเอาเวลาที่ไหนนั่งทำขนมเรียนหนังสือครูไพเราะปล่อยเด็กเลือกเรียนอิสระไม่ว่าเรื่องไหนเด็กเลือกเป็นเรื่องดีเด็กเรียนทำกิจกรรมมีความสุขครูโน้มน้าวเลือกตามที่ครูคิดครูเหนื่อยทั่งปีเด็กไม่มีความสุข,7
ต่อมาอุปกรณ์ไม่ได้ครบเด็กบอกหนูลืมเอาบางส่วนผู้ปกครองโทรถามคุณครูพาเด็กทำเพราะว่าผู้ปกครองบางท่านลูกหน้าประตูแล้วก็บางครั้งญาติค่อยสื่อสารใช่ไหมบอกเตรียมกล้วยเตรียมอธิบายผู้ปกครองฟังส่วนมากผู้ปกครองให้ความร่วมมือวันที่นัดบอกวันพรุ่งนี้ทำไม่ได้ทำเพราะว่าอุปกรณ์ครบยืดหยุ่นเด็กบอกพรุ่งนี้ค่อยทำเด็กเขียนสมุดวาดรูปสิ่งเตรียมอย่างเช่นกล้วยบางคนเตรียมกล้วยวาดรูปแล้วก็เอาผู้ปกครองดูวันนี้หนูทำกล้วยมานะคะคุณครูบอกเอาแค่ครึ่งหวีลูกพอ,0
รอหม้อที่สองครูชมพู่เด็กเอากล้วยหม้อทำกล้วยบวชชีเวลาครึ่งชั่วโมงผิวกล้วยดำสนิทเด็กๆช่วยครูปลอกเปลือกกล้วยฝานกล้วยครูชิมเผอิญมันหวานเด็กลองชิมเด็กบอกหม้อที่สองหวานครูลองชิมทั้งกลุ่มหวานหอมใบเตยเด็กจำได้ครูชมพู่ต้มกล้วยหม้อฝาดพอเสร็จเด็กมีโอกาสเตรียมอุปกรณ์ใช้กระต่ายขูดมะพร้าวลงมือทำทุกอย่างเด็กช่วยกันพอสรุปขั้นตอนทำเสร็จครูกระดาษเด็กแผ่นแล้วก็ทดลองสมมติกลุ่มคนทั้งคนยกผลงานคุณครูท่านอื่นชิมท่านไหนก็ได้ท่านแล้วก็ครูเขียนกระดาษอย่างไรคนมาบอกครูเด็กๆเข้าไปไหนบอกเด็กเข้าไปบอกคุณครูช่วยชิมหน่อยอย่างไรทีนี้ครูถามหนูมีส่วนร่วมอย่างไรทำขนมบ้างเด็กเล่าฟังจุดประสงค์ครูไม่ได้หวังมันอร่อยอย่างไรเด็กเข้าไปลองใช้ทักษะตัวเองวิธีการความคิดเห็นครูอย่างไรบ้าง,7
ความตั้งใจที่จะสอนดูแลนักเรียนยอมรับการเปลี่ยนแปลงยอมเรียนรู้สิ่งใหม่ๆคิดตนเองเก่งพอแค่นี้พอไม่ได้สถานการณ์โลกเปลี่ยนไปสังคมเปลี่ยนไปปรับเปลี่ยนตัวเองครูสมบูรณ์,0
พอไตรมาสพัฒนาการเด็กดีตั้งชื่อสัปดาห์เขียนสิ่งรู้สิ่งอยากรู้เด็กถามเขียนช่องไหนทำเป็นตารางmindmapทำรูปแบบไหนดีคะครูเมื่อก่อนบังคับแนวคิดเด็กทำรูปแบบไหนครั้งนี้ทำตามแนวคิดตัวเองพอเสร็จก็ได้รายละเอียดทั้งสิ่งรู้สิ่งอยากรู้หลังจากนั้นนั่งวงกลมนำสิ่งแต่ละคนเขียนดูอันไหนซ้ำนำมาเขียนกระดาษแผ่นใหญ่นำเสนอจากนั้นช่วยเติมเต็มแนะนำสิ่งเด็กรู้เพิ่มเติม,7
